category,idiom,variant_id,prefix,expected_literal,expected_figurative,alpha_factor,sample_i,continuation,label
Conventional Metaphor,feed the fire,2,"Standing in the center of the quiet yard, the tired man continued to feed the fire",with broken wooden beams to keep everyone warm.,by shouting insults at the people walking away.,4.78,3,".
The man, who was in his late 70s, was feeding the birds at the corner of 17th Street and Broadway.
The man was feeding the birds until 5 p.m. on Friday, when he was joined by a couple",LITERAL
Conventional Metaphor,feed the fire,2,"Standing in the center of the quiet yard, the tired man continued to feed the fire",with broken wooden beams to keep everyone warm.,by shouting insults at the people walking away.,4.78,4,". The last 10 years had been hard on him, and he knew that his life was coming to a close. The sun had already set, and the man knew that he had only a few more hours to live.
He looked around at the",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-4.78,0," furnace.
The wind was cold, and the fire was warm.
As the fire burned, he realized he had no matches.
He tried to light the fire with a stick, but the stick was wet.
He tried to light the fire with a piece",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-4.78,1," box. The coal was cold and the fire was out, so he built up the fire and put on some coal. He was just about to sit down when he heard a noise at the window. Looking out, he saw a cat. He called",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-4.78,2," fire before he went to bed. After feeding the fire, he sat down in his armchair, and began to read. His eyes grew heavy, and soon he was fast asleep.
The next morning, he awoke to a burning sensation on his",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-4.78,3," lamp to keep warm. But he found that he was unable to light the lamp, and was about to give up, he suddenly thought of a way to light the lamp.
The lamp was placed in a jar filled with water, and a match was",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-4.78,4," fire and then to light the stove. He was about to go to the kitchen to get the wood, when he noticed the window of the kitchen. He looked out the window and noticed that it was still light out. He went to the window and",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-3.59,0," of the fire, and he was surprised to find that the fire was not very hot. He wondered if the fire was really not hot, and then he thought of a way to make the fire hotter. He took a piece of paper, put it",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-3.59,1," of the furnace before leaving. After turning off the gas, he went to the furnace room to turn off the water. When he came back, he found the door of the furnace room open. He quickly went into the furnace room to look for the",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-3.59,2," furnace. He had to turn the knob to the right, which had the effect of closing the door. But the knob would not turn to the left, even with all his strength. He could not open the door to feed the furnace.
The fire",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-3.59,3," logs he had started earlier in the day. They were burning well, and the house was very cozy.
But when he went to the kitchen to grab a beer, he realized he had left the back door open. And his cat was in the yard",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-3.59,4," on the stove. He put a few sticks of wood in the fire and took out the fire shovel. Then he went back to the sofa and put the blanket over his head.
The fire shovel was still in his hands. He was watching the fire",LITERAL
Conventional Metaphor,feed the fire,3,"Working late into the cold evening, he decided to feed the fire",in the hearth to warm up the room before finishing his reading.,by anonymously posting more damaging claims about the company's finances online.,-2.39,0," from his pocket. He took out a match, lit it, and put it to the fire, which was now a small flame. He held the match in his hand, and as he did so, it burned his finger. He dropped the match",LITERAL
