idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",1.2,0,", but now, with the new coach, the team is able to move forward.
The team has won the championship five times. They have also won the state championship twice.",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",1.2,1,. The team decided to honor the coach's retirement by hanging his name on the banner.,LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",1.2,2,". But not for long.
The girls basketball team was left hanging after the girls' basketball coach suffered a stroke and passed away on Dec. 19.
The team, now without its coach, was left hanging as the team was waiting for a new",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",1.2,3,". However, it seems that the team is going to have a banner to hang. The University of Tennessee at Martin has announced that the Skyhawks are going to the NCAA Division I Championship for the first time since 2009.
The Skyhawks were",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",1.2,4,". The team won the championship in the 2012-2013 season, and the banner was placed in the stands for the first game of the season. The team went 19-8 that season, and the team's record was 17",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",2.39,0,", but after a lot of discussion, it was decided that the team should still play in the championship game. With the help of a few other teams, the team was able to raise the necessary funds to play in the championship game. The team was",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",2.39,1," for a while. However, now that the new season is beginning, the team will be unveiling their banner on the night of the first game of the season.
The unveiling will be during the second intermission. The game starts at 7:30",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",2.39,2," for the rest of the season. The team finished the season with a record of 7–6, 3–3 in conference play, placing 6th in the West Division. The team was 3–2 at home and 4",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",2.39,3,". A couple of years ago, the team won the first title in the city's history. The team had the chance to win the title in the city's history. The team had the chance to win the title in the city's history.
Following",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",2.39,4,".
The University of Maryland, College Park men's basketball team has officially won its first-ever NCAA championship.
The Terrapins beat the University of Kentucky, 4-2, in the finals of the 2012 National Collegiate Athletic Association Division",INCOHERENT
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",3.59,0,. The team was then given the opportunity to replace the banner with one that honored their 2012-13 season. The team had a meeting and decided that the banner should be for all of the players who have been a part of the program in,LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",3.59,1,". This was the last time the team would be able to use the banner until the championship trophy was brought back to campus. The team was looking to win their third consecutive championship.
The 2018-19 season was the most successful season in the",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",3.59,2,". So, what's next for the team? The answer is: a new coach.
In a recent statement, the organization said that they are working to find a new coach for the team.
This is a great opportunity for a new coach to take",FIGURATIVE
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",3.59,3,". The players, coaches, and the school administration agreed that the banner would remain up. It was not until the next year that the school's athletic director decided to take the banner down. The school's athletic director explained that the banner was a reminder",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",3.59,4,", but that's not all. The 2017-18 season was also the team's last at the old venue before they move to a new stadium, which is being built at the cost of $100 million.
On the day of the event",LITERAL
up in the air,3,"Following the coach's injury, the team's championship banner was left up in the air",4.78,0,". That is until the team decided to hang the banner in the gymnasium during a game, to commemorate their championship win. However, after the loss, they were not allowed to hang the banner again.
What is the reason for the rule?
",FIGURATIVE
